Ryan Anderson,per_minute.2017,28,HOU,NBA,PF,11,9,336,3.9,9.9,0.391,1.8,6.4,0.283,2,3.4,0.594,1.5,1.7,0.875,1.6,4.5,6.1,0.7,0.4,0.2,1,2.6,11
Ryan Anderson,per_minute.2018,29,HOU,NBA,PF,11,0,95,2.7,7.6,0.35,1.9,5.7,0.333,0.8,1.9,0.4,0,0,,1.5,3.4,4.9,2.3,1.1,0.4,1.1,3.8,7.2
Giannis Antetokounmpo,per_minute.2015,20,MIL,NBA,SG,6,6,201,4.7,12.7,0.366,0,0.2,0,4.7,12.5,0.371,3,4.1,0.739,2.1,5.4,7.5,2.9,0.5,1.6,2,3.2,12.4
Giannis Antetokounmpo,per_minute.2017,22,MIL,NBA,SF,6,6,243,8.9,16.6,0.536,0.6,1.5,0.4,8.3,15.1,0.549,3.7,6.8,0.543,1.5,7,8.4,3.6,1.9,1.5,3,3.1,22.1
Giannis Antetokounmpo,per_minute.2018,23,MIL,NBA,PF,7,7,280,8.9,15.6,0.57,0.5,1.8,0.286,8.4,13.8,0.607,4.9,7.1,0.691,1,7.6,8.6,5.7,1.3,0.8,2.2,3.6,23.1
Giannis Antetokounmpo,per_minute.2019,24,MIL,NBA,PF,15,15,514,9,18.4,0.492,1.3,3.9,0.327,7.8,14.5,0.536,7.5,11.8,0.637,2.6,10.3,12.9,5.1,1.2,2.1,3.5,3.4,26.8
Carmelo Anthony,per_minute.2004,19,DEN,NBA,SF,4,4,143,5.3,16.1,0.328,0.5,2.8,0.182,4.8,13.3,0.358,4,5,0.8,1.8,6.5,8.3,2.8,1.3,0,4.3,2.8,15.1
Carmelo Anthony,per_minute.2005,20,DEN,NBA,SF,5,5,180,7,16.6,0.422,0,0.2,0,7,16.4,0.427,5.2,6.4,0.813,2.8,2.6,5.4,2,0.6,0.2,2.6,4,19.2
Carmelo Anthony,per_minute.2006,21,DEN,NBA,SF,5,5,193,6.2,18.5,0.333,0,0.7,0,6.2,17.7,0.347,7.3,9.7,0.75,2.2,3.9,6.2,2.6,0.7,0.2,2.8,3.7,19.6
Carmelo Anthony,per_minute.2007,22,DEN,NBA,SF,5,5,210,8.1,16.8,0.48,1.5,3.1,0.5,6.5,13.7,0.475,5.3,6.7,0.795,3.1,4.3,7.4,1,0.9,0,3.3,2.1,23
Carmelo Anthony,per_minute.2008,23,DEN,NBA,SF,4,4,146,7.9,21.7,0.364,0.5,2,0.25,7.4,19.7,0.375,5.9,7.2,0.828,4.7,4.7,9.4,2,0.5,0.2,3,4.2,22.2
Carmelo Anthony,per_minute.2009,24,DEN,NBA,SF,16,16,612,8.6,18.9,0.453,1.4,3.9,0.364,7.2,15.1,0.477,7,8.5,0.826,1.5,3.9,5.5,3.8,1.6,0.6,2.2,3.5,25.6
Carmelo Anthony,per_minute.2010,25,DEN,NBA,SF,6,6,254,9.1,19.6,0.464,0.9,2.7,0.316,8.2,16.9,0.487,7.1,8.1,0.877,2,5.2,7.2,2.8,1.7,0.4,3,3.7,26.1
Carmelo Anthony,per_minute.2011,26,NYK,NBA,SF,4,4,156,7.6,20.3,0.375,2.1,6,0.346,5.5,14.3,0.387,6.7,7.8,0.853,3,6.5,9.5,4.4,1.2,0.7,3,3.7,24
