Justin Anderson,per_game.2016,22,DAL,NBA,SF,5,1,19,3.4,7.4,0.459,0.8,2.6,0.308,2.6,4.8,0.542,0.514,1.8,2.8,0.643,1.8,2.2,4,1.4,0.8,0.6,1,2.4,9.4
Justin Anderson,per_game.2018,24,PHI,NBA,SF,7,0,4.7,0.4,1.1,0.375,0.3,1,0.286,0.1,0.1,1,0.5,0,0,,0.1,1.1,1.3,0,0.1,0,0.3,1.1,1.1
Kyle Anderson,per_game.2016,22,SAS,NBA,SF,10,0,12.9,0.8,2.5,0.32,0.1,0.3,0.333,0.7,2.2,0.318,0.34,0.6,0.7,0.857,0.2,2.2,2.4,0.7,0.6,0.3,0.4,1.1,2.3
Kyle Anderson,per_game.2017,23,SAS,NBA,SF,15,1,13,2.4,4.3,0.563,0.2,0.7,0.3,2.2,3.6,0.611,0.586,0.5,0.7,0.727,0.8,2.3,3.1,1.7,0.7,0.1,0.5,0.5,5.5
Kyle Anderson,per_game.2018,24,SAS,NBA,SF,5,1,14.6,2.4,4,0.6,0,0.8,0,2.4,3.2,0.75,0.6,0.6,0.8,0.75,1,1.6,2.6,0.6,1.2,0.2,0.6,2,5.4
Ryan Anderson,per_game.2010,21,ORL,NBA,PF,9,0,9.9,1,3.2,0.31,0.4,1.6,0.286,0.6,1.7,0.333,0.379,0.1,0.1,1,0.9,2.6,3.4,0.3,0.2,0.2,0.6,1.3,2.6
Ryan Anderson,per_game.2011,22,ORL,NBA,PF,6,0,24.5,1.3,5,0.267,1,3.3,0.3,0.3,1.7,0.2,0.367,1,1,1,1.7,2.8,4.5,0.5,0.8,0.2,0.2,2.7,4.7
Ryan Anderson,per_game.2012,23,ORL,NBA,PF,5,5,34.4,3,8.8,0.341,2.4,6,0.4,0.6,2.8,0.214,0.477,1.2,1.4,0.857,1.8,2.8,4.6,0.8,0.6,0.4,1.8,4.4,9.6
Ryan Anderson,per_game.2015,26,NOP,NBA,PF,4,0,23.8,4,9,0.444,1.3,3,0.417,2.8,6,0.458,0.514,1.5,1.5,1,1.8,2.5,4.3,2.3,0,0.5,1,3,10.8
Ryan Anderson,per_game.2017,28,HOU,NBA,PF,11,9,30.5,3.3,8.4,0.391,1.5,5.5,0.283,1.7,2.9,0.594,0.484,1.3,1.5,0.875,1.4,3.8,5.2,0.6,0.4,0.2,0.8,2.2,9.4
Ryan Anderson,per_game.2018,29,HOU,NBA,PF,11,0,8.6,0.6,1.8,0.35,0.5,1.4,0.333,0.2,0.5,0.4,0.475,0,0,,0.4,0.8,1.2,0.5,0.3,0.1,0.3,0.9,1.7
